w=2,k=4395,tanh,ANo,26.669871,33.007754,1000,adam --209.14023232460022 seconds
w=2,k=4395,tanh,ANc,26.604747,33.007737,1000,adam --422.8972895145416 seconds
w=2,k=4395,tanh,ANd,26.465230,26.360157,1000,adam --635.9345393180847 seconds
w=2,k=4395,tanh,SW,49.048928,31.886724,1000,adam --926.5484466552734 seconds
w=2,k=4395,tanh,MM,255.038975,201.158374,1000,adam --1215.4191048145294 seconds
w=2,k=4395,tanh,ZS,902.800419,442.472354,1000,adam --1523.1433141231537 seconds
w=2,k=4395,tanh,DS,345.764842,279.222106,1000,adam --1879.6548426151276 seconds
w=2,k=3129,tanh,ANo,26.586835,33.007736,1000,adam --2107.4177436828613 seconds
w=2,k=3129,tanh,ANc,26.744358,33.007759,1000,adam --2330.6873004436493 seconds
w=2,k=3129,tanh,ANd,26.505095,26.405895,1000,adam --2624.938244342804 seconds
w=2,k=3129,tanh,SW,48.921232,31.793369,1000,adam --3199.570099592209 seconds
w=2,k=3129,tanh,MM,252.240598,201.699924,1000,adam --3790.8574838638306 seconds
w=2,k=3129,tanh,ZS,895.995901,364.605325,1000,adam --4386.302961587906 seconds
w=2,k=3129,tanh,DS,597.542586,633.113468,1000,adam --4988.580681562424 seconds
w=2,k=277,tanh,ANo,26.521109,33.007715,1000,adam --5448.628449440002 seconds
w=2,k=277,tanh,ANc,26.643468,33.007745,1000,adam --5913.777081012726 seconds
w=2,k=277,tanh,ANd,26.524933,26.428955,1000,adam --6375.579619169235 seconds
w=2,k=277,tanh,SW,48.781612,31.681174,1000,adam --6993.942034482956 seconds
w=2,k=277,tanh,MM,268.207065,276.777888,1000,adam --7632.460158109665 seconds
w=2,k=277,tanh,ZS,902.171799,448.656372,1000,adam --8282.699622631073 seconds
w=2,k=277,tanh,DS,292.931421,222.381220,1000,adam --8933.640158176422 seconds
w=2,k=9871,tanh,ANo,26.629765,33.007743,1000,adam --9423.474266767502 seconds
w=2,k=9871,tanh,ANc,26.701951,33.007758,1000,adam --9930.17150425911 seconds
w=2,k=9871,tanh,ANd,26.505342,26.404345,1000,adam --10419.228117704391 seconds
w=2,k=9871,tanh,SW,49.021511,31.867254,1000,adam --11100.328363895416 seconds
w=2,k=9871,tanh,MM,274.285933,295.840704,1000,adam --11774.926581859589 seconds
w=2,k=9871,tanh,ZS,897.656141,396.843711,1000,adam --12453.806072235107 seconds
w=2,k=9871,tanh,DS,116.096497,77.644489,1000,adam --13147.73729300499 seconds
w=2,k=5183,tanh,ANo,26.572540,33.007731,1000,adam --13666.483489274979 seconds
w=2,k=5183,tanh,ANc,26.698897,33.007760,1000,adam --14194.680726528168 seconds
w=2,k=5183,tanh,ANd,26.505364,26.407726,1000,adam --14712.051653623581 seconds
w=2,k=5183,tanh,SW,48.982181,31.837806,1000,adam --15423.311665534973 seconds
w=2,k=5183,tanh,MM,265.374465,238.202417,1000,adam --16150.934777736664 seconds
w=2,k=5183,tanh,ZS,898.746008,411.142489,1000,adam --16882.16007590294 seconds
w=2,k=5183,tanh,DS,310.651324,329.207053,1000,adam --17617.184541225433 seconds
w=2,k=6082,tanh,ANo,26.580175,33.007722,1000,adam --18176.48907518387 seconds
w=2,k=6082,tanh,ANc,26.822805,33.007768,1000,adam --18737.532237291336 seconds
w=2,k=6082,tanh,ANd,26.528891,26.420614,1000,adam --19295.842236042023 seconds
w=2,k=6082,tanh,SW,48.818976,31.711778,1000,adam --20050.872668027878 seconds
w=2,k=6082,tanh,MM,256.545334,207.006990,1000,adam --20834.237000465393 seconds
w=2,k=6082,tanh,ZS,904.427425,431.017534,1000,adam --21608.54567217827 seconds
w=2,k=6082,tanh,DS,139.330145,70.544526,1000,adam --22384.396594524384 seconds
w=2,k=810,tanh,ANo,26.620811,33.007737,1000,adam --22975.128763198853 seconds
w=2,k=810,tanh,ANc,26.607050,33.007740,1000,adam --23568.18069791794 seconds
w=2,k=810,tanh,ANd,26.567169,26.479793,1000,adam --24152.229843616486 seconds
w=2,k=810,tanh,SW,48.879070,31.757137,1000,adam --24955.806646347046 seconds
w=2,k=810,tanh,MM,255.571980,223.299638,1000,adam --25770.641887426376 seconds
w=2,k=810,tanh,ZS,894.086613,331.007108,1000,adam --26573.60234928131 seconds
w=2,k=810,tanh,DS,184.698940,98.674292,1000,adam --27396.47463941574 seconds
w=2,k=6979,tanh,ANo,26.811853,33.007779,1000,adam --28013.53454399109 seconds
w=2,k=6979,tanh,ANc,26.664666,33.007751,1000,adam --28643.774427175522 seconds
w=2,k=6979,tanh,ANd,26.703620,26.644195,1000,adam --29256.257205486298 seconds
w=2,k=6979,tanh,SW,48.743945,31.654785,1000,adam --30104.073262929916 seconds
w=2,k=6979,tanh,MM,271.317355,281.727294,1000,adam --30964.58913064003 seconds
w=2,k=6979,tanh,ZS,898.357708,403.143481,1000,adam --31811.291312932968 seconds
w=2,k=6979,tanh,DS,241.725166,163.357079,1000,adam --32677.940814495087 seconds
w=2,k=2654,tanh,ANo,26.627451,33.007744,1000,adam --33326.97551226616 seconds
w=2,k=2654,tanh,ANc,26.678695,33.007757,1000,adam --34000.999873161316 seconds
w=2,k=2654,tanh,ANd,26.528442,26.432380,1000,adam --34648.704795598984 seconds
w=2,k=2654,tanh,SW,48.717569,31.632316,1000,adam --35538.07058906555 seconds
w=2,k=2654,tanh,MM,261.185283,249.925835,1000,adam --36451.52653217316 seconds
w=2,k=2654,tanh,ZS,896.928025,383.778836,1000,adam --37338.14085435867 seconds
w=2,k=2654,tanh,DS,170.890242,162.495243,1000,adam --38250.4702334404 seconds
w=2,k=5765,tanh,ANo,26.637520,33.007748,1000,adam --38937.051829338074 seconds
w=2,k=5765,tanh,ANc,26.624311,33.007744,1000,adam --39646.71404361725 seconds
w=2,k=5765,tanh,ANd,26.558614,26.466795,1000,adam --40328.92357945442 seconds
w=2,k=5765,tanh,SW,48.848186,31.732528,1000,adam --41265.525174856186 seconds
w=2,k=5765,tanh,MM,252.915523,172.558297,1000,adam --42217.683062791824 seconds
w=2,k=5765,tanh,ZS,900.255237,428.831365,1000,adam --43172.82171177864 seconds
w=2,k=5765,tanh,DS,316.731290,195.956143,1000,adam --44135.43587017059 seconds