w=12,k=4395,tanh,ANo,0.048558,0.049443,1000,adam --82.7811267375946 seconds
w=12,k=4395,tanh,ANc,0.045560,1.003532,1000,adam --191.8632082939148 seconds
w=12,k=4395,tanh,ANd,0.042975,0.034857,1000,adam --302.52921962738037 seconds
w=12,k=4395,tanh,SW,0.044106,0.032896,1000,adam --428.9142372608185 seconds
w=12,k=4395,tanh,MM,0.042911,0.032138,1000,adam --554.676016330719 seconds
w=12,k=4395,tanh,ZS,0.042830,0.032098,1000,adam --681.4601640701294 seconds
w=12,k=4395,tanh,DS,0.042911,0.032140,1000,adam --809.7516114711761 seconds
w=12,k=3129,tanh,ANo,0.048566,0.054660,1000,adam --901.266964673996 seconds
w=12,k=3129,tanh,ANc,0.045534,0.999834,1000,adam --1021.6468703746796 seconds
w=12,k=3129,tanh,ANd,0.043114,0.035046,1000,adam --1139.6431078910828 seconds
w=12,k=3129,tanh,SW,0.044089,0.032907,1000,adam --1278.5837292671204 seconds
w=12,k=3129,tanh,MM,0.042914,0.032136,1000,adam --1414.5986034870148 seconds
w=12,k=3129,tanh,ZS,0.042834,0.032118,1000,adam --1551.7797894477844 seconds
w=12,k=3129,tanh,DS,0.042927,0.032146,1000,adam --1689.3961486816406 seconds
w=12,k=277,tanh,ANo,0.048556,0.048697,1000,adam --1790.41761136055 seconds
w=12,k=277,tanh,ANc,0.045529,0.999049,1000,adam --1916.43425822258 seconds
w=12,k=277,tanh,ANd,0.043087,0.034979,1000,adam --2044.3889343738556 seconds
w=12,k=277,tanh,SW,0.044074,0.032907,1000,adam --2189.0269300937653 seconds
w=12,k=277,tanh,MM,0.042912,0.032137,1000,adam --2337.3706817626953 seconds
w=12,k=277,tanh,ZS,0.042826,0.032112,1000,adam --2486.041778564453 seconds
w=12,k=277,tanh,DS,0.042926,0.032145,1000,adam --2634.1521015167236 seconds
w=12,k=9871,tanh,ANo,0.048556,0.048534,1000,adam --2742.480358839035 seconds
w=12,k=9871,tanh,ANc,0.045534,0.999638,1000,adam --2879.5109062194824 seconds
w=12,k=9871,tanh,ANd,0.042964,0.034835,1000,adam --3018.4220440387726 seconds
w=12,k=9871,tanh,SW,0.044054,0.032908,1000,adam --3176.0218467712402 seconds
w=12,k=9871,tanh,MM,0.042912,0.032137,1000,adam --3334.4267683029175 seconds
w=12,k=9871,tanh,ZS,0.042837,0.032098,1000,adam --3493.2713825702667 seconds
w=12,k=9871,tanh,DS,0.042919,0.032158,1000,adam --3655.296814918518 seconds
w=12,k=5183,tanh,ANo,0.048557,0.049962,1000,adam --3770.185716152191 seconds
w=12,k=5183,tanh,ANc,0.045542,1.000592,1000,adam --3919.0434069633484 seconds
w=12,k=5183,tanh,ANd,0.043035,0.034918,1000,adam --4067.10253572464 seconds
w=12,k=5183,tanh,SW,0.044094,0.032899,1000,adam --4238.6013877391815 seconds
w=12,k=5183,tanh,MM,0.042912,0.032136,1000,adam --4409.911273956299 seconds
w=12,k=5183,tanh,ZS,0.042824,0.032100,1000,adam --4582.287228107452 seconds
w=12,k=5183,tanh,DS,0.042984,0.032208,1000,adam --4754.7367951869965 seconds
w=12,k=6082,tanh,ANo,0.048559,0.050036,1000,adam --4881.083683490753 seconds
w=12,k=6082,tanh,ANc,0.045543,1.001129,1000,adam --5037.6561851501465 seconds
w=12,k=6082,tanh,ANd,0.042959,0.034818,1000,adam --5200.013202190399 seconds
w=12,k=6082,tanh,SW,0.044104,0.032895,1000,adam --5381.980963468552 seconds
w=12,k=6082,tanh,MM,0.042912,0.032142,1000,adam --5566.017175197601 seconds
w=12,k=6082,tanh,ZS,0.042825,0.032104,1000,adam --5750.273303747177 seconds
w=12,k=6082,tanh,DS,0.042957,0.032177,1000,adam --5932.071395397186 seconds
w=12,k=810,tanh,ANo,0.048557,0.049175,1000,adam --6064.581372261047 seconds
w=12,k=810,tanh,ANc,0.045562,1.003658,1000,adam --6236.45795083046 seconds
w=12,k=810,tanh,ANd,0.042894,0.034663,1000,adam --6407.872842788696 seconds
w=12,k=810,tanh,SW,0.044108,0.032931,1000,adam --6604.347602844238 seconds
w=12,k=810,tanh,MM,0.042912,0.032137,1000,adam --6799.744585514069 seconds
w=12,k=810,tanh,ZS,0.042825,0.032102,1000,adam --6998.082900762558 seconds
w=12,k=810,tanh,DS,0.042945,0.032203,1000,adam --7198.6776757240295 seconds
w=12,k=6979,tanh,ANo,0.048557,0.050599,1000,adam --7341.107295513153 seconds
w=12,k=6979,tanh,ANc,0.045519,0.997511,1000,adam --7525.821871757507 seconds
w=12,k=6979,tanh,ANd,0.043014,0.034889,1000,adam --7712.044242620468 seconds
w=12,k=6979,tanh,SW,0.044098,0.032905,1000,adam --7921.99378490448 seconds
w=12,k=6979,tanh,MM,0.042914,0.032137,1000,adam --8133.263784170151 seconds
w=12,k=6979,tanh,ZS,0.042826,0.032107,1000,adam --8345.782160758972 seconds
w=12,k=6979,tanh,DS,0.042912,0.032137,1000,adam --8560.358181476593 seconds
w=12,k=2654,tanh,ANo,0.048566,0.054336,1000,adam --8714.830748558044 seconds
w=12,k=2654,tanh,ANc,0.045534,0.999839,1000,adam --8912.621081590652 seconds
w=12,k=2654,tanh,ANd,0.043020,0.034909,1000,adam --9111.098367214203 seconds
w=12,k=2654,tanh,SW,0.044068,0.032910,1000,adam --9337.256826400757 seconds
w=12,k=2654,tanh,MM,0.042911,0.032137,1000,adam --9562.443424463272 seconds
w=12,k=2654,tanh,ZS,0.042829,0.032107,1000,adam --9788.538438081741 seconds
w=12,k=2654,tanh,DS,0.042923,0.032142,1000,adam --10017.789114236832 seconds
w=12,k=5765,tanh,ANo,0.048557,0.048729,1000,adam --10180.688578128815 seconds
w=12,k=5765,tanh,ANc,0.045537,0.999910,1000,adam --10387.726719379425 seconds
w=12,k=5765,tanh,ANd,0.043095,0.035014,1000,adam --10595.97795343399 seconds
w=12,k=5765,tanh,SW,0.044082,0.032892,1000,adam --10835.896327972412 seconds
w=12,k=5765,tanh,MM,0.042912,0.032143,1000,adam --11075.988485097885 seconds
w=12,k=5765,tanh,ZS,0.042830,0.032092,1000,adam --11314.71448969841 seconds
w=12,k=5765,tanh,DS,0.042912,0.032136,1000,adam --11556.421683311462 seconds